period start,updates/m,creations/m,sales/m
2026-04-27 09:30:00+00,74.0000000000000000,46.4000000000000000,170.2000000000000000
2026-04-27 09:35:00+00,66.0000000000000000,50.4000000000000000,173.0000000000000000
2026-04-27 09:40:00+00,52.0000000000000000,70.2000000000000000,222.0000000000000000
2026-04-27 09:45:00+00,64.8000000000000000,68.2000000000000000,151.6000000000000000
2026-04-27 09:50:00+00,87.4000000000000000,54.8000000000000000,172.8000000000000000
2026-04-27 09:55:00+00,68.4000000000000000,59.8000000000000000,180.2000000000000000
2026-04-27 10:00:00+00,78.6000000000000000,46.2000000000000000,243.4000000000000000
2026-04-27 10:05:00+00,71.8000000000000000,58.2000000000000000,246.2000000000000000
2026-04-27 10:10:00+00,68.4000000000000000,46.6000000000000000,154.0000000000000000
2026-04-27 10:15:00+00,65.8000000000000000,66.6000000000000000,192.2000000000000000
2026-04-27 10:20:00+00,70.6000000000000000,88.8000000000000000,227.4000000000000000
2026-04-27 10:25:00+00,60.6000000000000000,50.8000000000000000,231.8000000000000000
2026-04-27 10:30:00+00,84.4000000000000000,54.0000000000000000,209.8000000000000000
2026-04-27 10:35:00+00,86.4000000000000000,50.4000000000000000,177.6000000000000000
2026-04-27 10:40:00+00,71.6000000000000000,59.4000000000000000,175.2000000000000000
2026-04-27 10:45:00+00,72.8000000000000000,71.4000000000000000,177.2000000000000000
2026-04-27 10:50:00+00,69.4000000000000000,44.8000000000000000,212.0000000000000000
2026-04-27 10:55:00+00,77.6000000000000000,58.0000000000000000,25.4000000000000000
2026-04-27 11:00:00+00,1.4000000000000000,0.40000000000000000000,0.20000000000000000000
2026-04-27 11:05:00+00,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2026-04-27 11:10:00+00,16.4000000000000000,8.4000000000000000,68.4000000000000000
2026-04-27 11:15:00+00,55.6000000000000000,28.6000000000000000,129.4000000000000000
2026-04-27 11:20:00+00,65.2000000000000000,53.0000000000000000,127.6000000000000000
2026-04-27 11:25:00+00,77.2000000000000000,38.0000000000000000,164.6000000000000000
2026-04-27 11:30:00+00,82.4000000000000000,62.6000000000000000,206.0000000000000000
2026-04-27 11:35:00+00,89.4000000000000000,48.6000000000000000,186.2000000000000000
2026-04-27 11:40:00+00,100.6000000000000000,65.8000000000000000,145.8000000000000000
2026-04-27 11:45:00+00,101.2000000000000000,52.8000000000000000,182.6000000000000000
2026-04-27 11:50:00+00,121.8000000000000000,65.8000000000000000,197.6000000000000000
2026-04-27 11:55:00+00,111.4000000000000000,79.6000000000000000,206.6000000000000000
2026-04-27 12:00:00+00,85.4000000000000000,89.8000000000000000,224.4000000000000000
2026-04-27 12:05:00+00,86.8000000000000000,71.8000000000000000,292.4000000000000000
2026-04-27 12:10:00+00,90.0000000000000000,54.2000000000000000,229.0000000000000000
2026-04-27 12:15:00+00,83.0000000000000000,70.8000000000000000,247.8000000000000000
2026-04-27 12:20:00+00,93.8000000000000000,73.6000000000000000,235.0000000000000000
2026-04-27 12:25:00+00,98.2000000000000000,75.6000000000000000,212.2000000000000000
2026-04-27 12:30:00+00,132.4000000000000000,90.8000000000000000,257.4000000000000000
2026-04-27 12:35:00+00,126.8000000000000000,95.4000000000000000,286.8000000000000000
2026-04-27 12:40:00+00,137.0000000000000000,65.6000000000000000,240.6000000000000000
2026-04-27 12:45:00+00,131.0000000000000000,82.6000000000000000,261.2000000000000000
2026-04-27 12:50:00+00,110.4000000000000000,68.0000000000000000,222.4000000000000000
2026-04-27 12:55:00+00,118.6000000000000000,57.0000000000000000,270.2000000000000000
2026-04-27 13:00:00+00,82.6000000000000000,65.6000000000000000,248.8000000000000000
2026-04-27 13:05:00+00,70.8000000000000000,68.0000000000000000,224.2000000000000000
2026-04-27 13:10:00+00,80.0000000000000000,68.6000000000000000,295.4000000000000000
2026-04-27 13:15:00+00,73.6000000000000000,63.0000000000000000,260.4000000000000000
2026-04-27 13:20:00+00,91.0000000000000000,50.6000000000000000,231.4000000000000000
2026-04-27 13:25:00+00,90.2000000000000000,58.0000000000000000,256.4000000000000000
